"Markettype","Trdwnt","Ndaytrd","Wnshrtrdtl","Wnvaltrdtl","Wretmdeq","Wretmdos","Wretmdtl","Wnstkcal","Wmvosd","Wmvttl"
"8","2016-25","5","92905699","749622685.06","-0.014043","-0.013108","-0.014121","42","84062240.570","95963285.520"
"2","2016-25","5","174492650","222233295.00","-0.013400","-0.007250","-0.008239","47","14607296.350","18025759.860"
"1","2016-25","5","79929213543","930210800385.00","-0.007280","-0.012874","-0.012947","1031","20840689217.560","24048756450.490"
"16","2016-25","5","24411324073","554808461252.65","0.000666","-0.012940","-0.011417","447","2547505227.570","4439477309.140"
"4","2016-25","5","84816740892","1252161036017.53","-0.004751","-0.007370","-0.009652","1111","9743694895.380","13710087708.300"
"8","2016-26","5","105338551","800918336.72","0.004792","-0.007981","-0.005531","42","83223405.790","95264575.890"
"2","2016-26","5","185504854","224937910.00","0.005480","0.003101","0.003806","46","14249828.460","17341635.180"
"1","2016-26","5","75664549950","895389482592.00","-0.007499","-0.008201","-0.007053","1025","20544976163.370","23733103517.890"
"16","2016-26","5","26326578820","600894358597.80","0.022844","0.011708","0.011438","452","2586613764.080","4509985443.700"
"4","2016-26","5","85545899265","1250920610721.14","-0.001497","-0.005539","-0.003553","1121","9803920110.820","13829698300.590"
"8","2016-27","5","98600806","767351623.99","0.033187","0.039081","0.039742","41","84323550.620","96897354.980"
"2","2016-27","5","185417595","222169311.00","0.027445","0.025516","0.025203","46","14570168.160","17720135.030"
"1","2016-27","5","81764108663","983345030859.00","0.039317","0.028069","0.029324","1029","21204398520.860","24430575952.270"
"16","2016-27","5","29631672635","687801968622.52","0.054165","0.042176","0.045591","455","2776677344.610","4783843758.390"
"4","2016-27","5","88347233775","1314519158115.23","0.043208","0.036643","0.039395","1121","10204272567.210","14362533842.740"
"8","2016-28","5","123940401","946465982.00","0.006969","0.009818","0.008978","40","83768007.610","96384959.720"
"2","2016-28","5","207195954","242024514.00","0.011109","0.009488","0.010102","46","14495120.460","17685736.230"
"16","2016-28","5","25434635656","609002498900.19","0.028299","0.020833","0.020571","460","2847891314.670","4905852862.600"
"1","2016-28","5","105918906797","1248326653940.00","0.040690","0.024550","0.026310","1033","21566774149.660","24974506052.960"
"4","2016-28","5","101993549132","1493997763763.37","0.032671","0.023140","0.023962","1129","10762454151.490","15027425050.810"
"8","2016-29","5","191887691","1407720695.85","0.013120","0.018845","0.018380","41","86455023.050","99264295.160"
"2","2016-29","5","196646722","222290337.00","0.010084","0.012805","0.013503","47","14999719.900","18227417.170"
"16","2016-29","5","26381306486","599298932965.96","0.000117","-0.000032","0.000966","461","2854916761.310","4920203557.720"
"1","2016-29","5","108857863825","1250217619152.00","0.019792","0.025844","0.025415","1032","22095296737.140","25569192548.840"
"4","2016-29","5","102610486836","1467740466003.26","0.016210","0.018296","0.018699","1142","11048691027.360","15379123782.700"
"8","2016-30","5","211520038","1430567388.17","0.014804","0.007737","0.016462","41","88400819.490","104183775.070"
"2","2016-30","5","143722397","163145138.00","0.005394","0.009543","0.005108","47","14912278.570","18089943.570"
"16","2016-30","5","21232329479","489224222098.97","-0.003356","-0.007228","-0.008875","467","2849406868.770","4912851371.050"
"1","2016-30","5","79544116985","962053264511.00","-0.006575","-0.011884","-0.012823","1036","21827824923.090","25244214382.270"
"4","2016-30","5","83175775363","1222805355164.03","-0.005462","-0.010122","-0.010384","1148","10980792620.460","15257844519.850"
"8","2016-31","5","215008444","1818008971.16","-0.009817","0.001765","0.001348","43","89950543.490","105717330.450"
"2","2016-31","5","291309419","307711884.00","-0.013264","-0.017427","-0.023219","49","14986430.600","18001426.890"
"16","2016-31","5","21161048698","469618490517.61","-0.064736","-0.063831","-0.063744","466","2660526523.600","4587798165.230"
"1","2016-31","5","91881539347","1063481938387.00","-0.027297","-0.007852","-0.010946","1038","21381876019.070","24729428306.970"
"4","2016-31","5","87488300358","1235891572845.65","-0.040086","-0.032581","-0.034540","1159","10610523588.520","14750394867.060"
"8","2016-32","5","153114431","1186677169.44","0.008062","0.002976","0.008874","43","90218292.350","106655519.910"
"2","2016-32","5","170324018","171641055.00","0.000580","0.003690","0.005711","49","15039230.430","18101729.320"
"16","2016-32","5","14475545435","318155547766.93","0.001969","-0.002372","-0.000610","467","2654382629.950","4597935584.660"
"1","2016-32","5","67810515721","764690151650.00","0.003799","-0.000389","-0.000605","1044","21666296126.370","25145035144.300"
"4","2016-32","5","62901392565","843983976285.67","0.000314","0.001382","0.000476","1160","10646454163.830","14767301184.080"
"8","2016-33","5","153942804","1232657608.61","0.009241","0.009129","0.010238","42","90622381.470","107262494.740"
"2","2016-33","5","129525990","130730655.00","0.007318","0.008670","0.009130","49","15157558.750","18254943.920"
"16","2016-33","5","14842800751","337653706964.39","0.019308","0.010490","0.013021","477","2706032572.160","4719883052.470"
"1","2016-33","5","81915832141","902629985129.00","0.018784","0.026631","0.026489","1050","22285056758.500","25907819772.690"
"4","2016-33","5","74085763028","980902121381.78","0.017295","0.020940","0.019947","1160","10875831183.600","15083681252.660"
"8","2016-34","5","200855055","1537014561.18","0.020161","0.007453","0.007076","42","91297830.130","108021555.180"
"2","2016-34","5","226316971","245828735.00","0.021221","0.026814","0.026463","50","15669169.710","18843172.780"
"16","2016-34","5","19962770534","475743632272.32","0.057683","0.045547","0.049833","475","2821373601.030","4927177672.880"
"1","2016-34","5","121122844252","1347326071035.00","0.036385","0.018850","0.020964","1056","22710591847.690","26508619910.250"
"4","2016-34","5","105395874290","1425163893711.57","0.041244","0.035953","0.036003","1171","11308430632.350","15740973692.630"
"8","2016-35","5","141414851","1038666937.00","-0.001417","-0.005150","-0.000333","42","90504661.270","107662625.150"
"2","2016-35","5","152974129","156454951.00","-0.005658","-0.007116","-0.006643","50","15557663.920","18717980.540"
"16","2016-35","5","17984293669","424450538960.21","0.008361","-0.002410","0.001537","481","2841880320.030","4994836803.190"
"1","2016-35","5","81463147220","931318236398.00","-0.006230","-0.012041","-0.010753","1057","22484589876.080","26233429356.970"
"4","2016-35","5","79302712903","1072096504817.49","-0.007830","-0.015579","-0.014884","1169","11096038304.390","15504050950.270"
"8","2016-36","5","126068631","961631589.57","-0.000887","0.005927","0.004859","42","91041119.020","108185773.360"
"2","2016-36","5","113023382","122324146.00","-0.003027","-0.001037","-0.001006","50","15541523.860","18699151.830"
"16","2016-36","5","17821941249","400031616339.74","0.000735","-0.008543","-0.007656","486","2832191926.090","4985151997.740"
"1","2016-36","5","73081120617","846134413307.00","-0.001222","0.000135","-0.000465","1053","22426287440.700","26183993477.520"
"4","2016-36","5","67103891050","933448884182.72","-0.004182","-0.005531","-0.006642","1171","11156999025.540","15478284486.350"
"8","2016-37","5","157195824","1380994058.02","0.015024","0.021005","0.019951","42","92953463.940","110344257.890"
"2","2016-37","5","145340460","156644298.00","0.007717","0.008941","0.009451","50","15680484.100","18875881.660"
"16","2016-37","5","20381303159","440780003824.03","0.020898","0.017798","0.012806","486","2881153396.380","5044771916.070"
"1","2016-37","5","80995189433","908418990725.00","0.019102","0.004100","0.004250","1055","22475481745.570","26293354706.690"
"4","2016-37","5","78616482566","1082079406949.51","0.023258","0.015194","0.014614","1176","11345670146.870","15745318410.180"
"2","2016-38","3","108525547","117611600.00","-0.011677","-0.010839","-0.011860","50","15510513.650","18652006.960"
"16","2016-38","3","10179800267","212373231173.35","-0.027157","-0.030271","-0.029086","481","2739483801.030","4825550603.140"
"1","2016-38","3","47372781180","522002563742.00","-0.024563","-0.025210","-0.024857","1052","21830883141.470","25584994726.140"
"4","2016-38","3","43211171233","576093543753.29","-0.026658","-0.028253","-0.028233","1169","10967135535.410","15235014145.010"
"2","2016-39","5","144393302","155094087.00","0.000044","0.002509","0.006719","50","15549432.460","18777330.600"
"8","2016-39","5","154322814","1130959109.01","0.013407","0.011532","0.013941","41","92226394.170","109821461.100"
"16","2016-39","5","14119857588","298740832979.45","0.020071","0.010368","0.009369","488","2786130200.510","4898535543.300"
"1","2016-39","5","61732695311","712336156206.00","0.019947","0.011906","0.011495","1055","22043531398.210","25818389708.760"
"4","2016-39","5","62727094289","853626627184.26","0.021242","0.018646","0.017822","1169","11219820280.640","15507777365.020"
"2","2016-40","5","191427832","195000690.00","-0.002483","0.002277","0.007194","50","15584838.310","18912430.280"
"8","2016-40","5","108405968","847710007.26","0.000624","-0.003449","-0.003544","41","91908248.830","109432215.790"
"16","2016-40","5","13342506509","280777149400.14","-0.004430","-0.007884","-0.009185","494","2739785151.730","4816390945.240"
"1","2016-40","5","58329063627","646290371249.00","-0.007909","-0.008610","-0.009402","1063","21896212261.060","25739583895.460"
"4","2016-40","5","58837076788","773911955669.20","-0.005745","-0.004026","-0.005381","1173","11188367829.550","15464054661.710"
"2","2016-42","5","216064144","211289105.00","0.009698","0.010285","0.014259","51","15911891.170","19349543.120"
"8","2016-42","5","169638257","1263425799.07","-0.000782","-0.000954","-0.006449","41","91825228.990","108731226.580"
"1","2016-42","5","77778796548","848010319623.00","0.031428","0.020058","0.021254","1077","22504780731.400","26548205652.460"
"4","2016-42","5","75989902869","984953690190.19","0.033448","0.023620","0.025144","1175","11434032454.230","15922503472.290"
"16","2016-42","5","16738176652","363795747774.21","0.048627","0.032783","0.036639","496","2832557425.650","5012579125.560"
"2","2016-43","5","441665240","426280049.00","-0.059132","-0.050328","-0.051646","51","15111069.550","18350208.850"
"8","2016-43","5","220154771","1608779735.17","-0.016766","-0.017884","-0.023455","42","91717742.240","107706951.920"
"1","2016-43","5","87190865081","950876777559.00","0.010220","0.010276","0.010280","1079","22701042249.340","26809007188.660"
"4","2016-43","5","79336470051","1068277834119.71","0.007246","0.003331","0.003715","1175","11532515307.730","16026287383.490"
"16","2016-43","5","18509864463","401340100584.82","0.014121","0.001216","0.003695","498","2867937997.180","5064982570.060"
"2","2016-44","5","229134295","243910388.00","0.017827","0.014774","0.019220","51","14155535.630","17874120.900"
"8","2016-44","5","135828634","1162791318.36","0.001497","-0.001624","0.004113","43","91947149.170","108530596.920"
"1","2016-44","5","97305807873","1080165889337.00","0.008415","0.003573","0.004917","1086","22807358484.130","27049722678.200"
"4","2016-44","5","82293896250","1123145240945.13","0.001118","0.000028","0.000654","1180","11555106251.400","16068662576.660"
"16","2016-44","5","18104307649","408994693799.93","0.007708","-0.005182","-0.001474","501","2859805908.260","5075312140.690"
"2","2016-45","5","184105449","185837558.00","0.002540","0.002879","0.004156","51","14196290.160","17948408.860"
"8","2016-45","5","144243836","1017497762.35","0.002695","-0.000025","-0.000627","43","91944810.540","108462552.930"
"1","2016-45","5","91328926607","1099538440968.00","0.017184","0.004330","0.007776","1087","22992829509.010","27347151203.620"
"4","2016-45","5","79695171839","1142177716165.11","0.015562","0.007003","0.009192","1188","11572447846.280","16270636947.200"
"16","2016-45","5","18973136956","430441887091.23","0.022104","0.003617","0.004941","505","2959958185.830","5099601796.600"
"2","2016-46","5","239087579","253683779.00","0.028556","0.023998","0.028578","51","14536975.390","18461353.550"
"8","2016-46","5","146572767","1012141433.13","0.011570","0.007691","0.007188","43","92651983.330","109242213.720"
"1","2016-46","5","116403673278","1337470875442.00","0.031638","0.021374","0.023476","1089","23517538907.780","27947790705.140"
"4","2016-46","5","98330623993","1323908004900.65","0.026443","0.022800","0.022869","1186","11773249059.420","16601368682.170"
"16","2016-46","5","19244058020","442830171816.80","0.029389","0.011946","0.016959","507","2996437265.650","5198236909.210"
"2","2016-47","5","268479441","274535541.00","0.002941","-0.003008","-0.008378","51","14493243.530","18306680.880"
"8","2016-47","5","153848713","1067842277.15","-0.011325","-0.011781","-0.012562","43","91560444.020","107869868.170"
"1","2016-47","5","121360973993","1319090925215.00","0.006003","0.000565","-0.000480","1085","23500697261.860","28066615364.670"
"4","2016-47","5","97547666150","1310903506414.90","0.005290","0.001776","0.001389","1188","11940360889.750","16782596664.440"
"16","2016-47","5","21087258490","483414601511.09","0.013396","0.006253","0.006748","514","3048898625.370","5293802171.240"
"2","2016-48","5","197225292","203350323.00","0.003055","0.005090","0.004535","50","14397414.190","18220198.640"
"8","2016-48","5","167037831","1143325922.53","-0.005744","-0.000410","-0.001909","44","92926007.080","109064973.590"
"1","2016-48","5","120651785755","1358547890398.00","0.012178","0.025624","0.023020","1080","23990428327.160","28591003874.480"
"4","2016-48","5","91063612662","1316123170427.91","0.005591","0.010294","0.010031","1188","12074634117.200","16877765288.080"
"16","2016-48","5","20690484649","506078113534.57","0.016632","0.005738","0.010453","517","3073162571.680","5342240797.100"
"2","2016-49","5","165521879","175737409.00","-0.017266","-0.015862","-0.018798","51","14335105.840","18043275.690"
"8","2016-49","5","189848308","1388159179.58","-0.008631","0.002942","0.000606","44","93199464.740","109131074.680"
"1","2016-49","5","134163544343","1453315728321.00","-0.021703","-0.001726","-0.005456","1088","24007041426.300","28533266127.980"
"4","2016-49","5","84517751777","1148451671710.82","-0.026561","-0.018950","-0.020677","1195","11848409724.180","16605962026.890"
"16","2016-49","5","18985432089","448062913339.90","-0.029912","-0.023283","-0.026272","513","2982037387.530","5187481018.820"
"2","2016-50","5","137093608","141337589.00","0.003619","0.003314","0.008457","51","14382618.210","18195883.580"
"8","2016-50","5","130415855","819388882.75","0.000096","0.000716","0.000387","44","93266242.300","109173418.570"
"1","2016-50","5","92301912680","1028428937726.00","0.005536","-0.002035","-0.003011","1093","24023589732.500","28626525103.300"
"4","2016-50","5","68963233392","932632668656.32","0.002789","-0.002606","-0.004938","1193","11740287552.700","16456442197.420"
"16","2016-50","5","14473882276","347061899406.94","-0.005303","-0.013183","-0.012672","521","2974491656.500","5182553857.840"
"2","2016-51","5","231888291","229613139.00","-0.006918","-0.009146","-0.010669","50","13945331.680","17294656.050"
"8","2016-51","5","153266899","1059627863.68","-0.017949","-0.025569","-0.028312","44","90881505.680","106082500.910"
"1","2016-51","5","101389228325","1117766060061.00","-0.022200","-0.034142","-0.034445","1101","23199016599.900","27609415202.220"
"4","2016-51","5","77063006449","1008063192497.24","-0.029558","-0.035379","-0.036197","1204","11412169671.300","15994883380.930"
"16","2016-51","5","15591927315","342628027452.02","-0.051301","-0.050253","-0.051828","519","2776070329.730","4830242036.670"
"2","2016-52","5","159325158","174255888.00","-0.009622","-0.011693","-0.011626","51","15191953.840","18503360.010"
"8","2016-52","5","103072533","736517410.20","-0.009885","-0.014634","-0.013623","45","89927062.270","105013246.070"
"1","2016-52","5","83069159115","924411443515.00","-0.001667","-0.002044","-0.003578","1101","23197781914.620","27538154446.420"
"4","2016-52","5","63835378207","828500173456.84","-0.002095","-0.010686","-0.008459","1204","11272504217.610","15909629003.460"
"16","2016-52","5","11821978809","260638890403.57","-0.009451","-0.012518","-0.015209","522","2717015815.570","4714854221.420"
"2","2016-53","5","109895585","111534450.00","0.000942","-0.002544","-0.004886","51","15153296.640","18412942.030"
"8","2016-53","5","60934566","427535714.00","0.005676","0.008847","0.009530","45","90722661.130","106014092.530"
"1","2016-53","5","69461937338","787956385279.00","0.004501","-0.001216","-0.001781","1110","23230486673.980","27591636339.410"
"4","2016-53","5","55517634687","733163046947.97","0.002596","0.000523","-0.001710","1207","11393275550.940","15935307399.540"
"16","2016-53","5","12210140382","256059267736.87","0.008402","0.001280","0.001533","532","2792508686.050","4826221159.830"
"2","2017-01","4","135306645","133692908.00","0.006725","0.005367","0.005365","51","15234634.330","18511738.300"
"1","2017-01","4","66651158242","761862069595.00","0.019374","0.019584","0.017187","1116","23688246730.860","28117447506.280"
"4","2017-01","4","54816103712","715988225101.99","0.017348","0.014692","0.012805","1207","11650151636.030","16187194080.710"
"8","2017-01","4","99072756","606216688.29","0.006341","0.003740","0.004803","45","91056454.690","106517849.930"
"16","2017-01","4","10999940865","235541212566.51","0.008900","0.005477","0.003144","539","2851782214.760","4881104125.080"
"2","2017-02","5","134064127","129328266.00","-0.016217","-0.012360","-0.010490","51","15046333.950","18317537.200"
"1","2017-02","5","83365832406","911733034394.00","-0.029535","-0.009796","-0.013058","1126","23470143822.880","27801682735.300"
"4","2017-02","5","63149818698","807768413607.18","-0.035569","-0.030156","-0.031853","1210","11350110588.430","15735454041.070"
"8","2017-02","5","105362880","726346095.03","-0.026718","-0.020681","-0.022024","45","89173298.840","104171867.620"
"16","2017-02","5","12417697963","263796574876.20","-0.044248","-0.042816","-0.047602","545","2730197879.920","4645232314.500"
"2","2017-03","5","163944060","163372057.00","-0.018770","-0.013047","-0.015313","51","14850019.420","18037022.060"
"1","2017-03","5","77040274098","841756808125.00","-0.010340","0.005628","0.003825","1129","23585101762.760","27959891012.490"
"4","2017-03","5","55394461287","685592861292.29","-0.021142","-0.013289","-0.015913","1210","11229016031.740","15815978735.760"
"8","2017-03","5","86818437","577651051.18","-0.010826","-0.008251","-0.008657","45","88437484.240","103270014.340"
"16","2017-03","5","13983600961","286096063271.83","-0.023315","-0.021171","-0.022431","549","2717148925.430","4620040109.890"
"2","2017-04","4","84687696","80885936.00","0.003874","0.010609","0.016381","51","15007576.530","18332494.790"
"1","2017-04","4","48373799484","533922982229.00","0.016629","0.011889","0.012309","1136","23912013356.640","28429713069.560"
"4","2017-04","4","38414700092","475211040008.57","0.020171","0.017723","0.018943","1215","11520195107.870","16364430034.500"
"8","2017-04","4","73208577","440702247.66","0.016476","0.012775","0.013936","45","89567341.790","104709222.980"
"16","2017-04","4","8781408752","181036319928.18","0.025542","0.014460","0.016106","555","2773211433.160","4736265015.800"
"2","2017-05","1","28095921","26267830.00","-0.004961","-0.005576","-0.006298","51","14923887.580","18217026.960"
"1","2017-05","1","9194377721","107843494097.00","-0.001987","-0.006416","-0.006351","1130","23604273210.430","28048259340.000"
"4","2017-05","1","7939735146","93608614598.68","-0.002518","-0.003690","-0.003599","1204","11396420408.910","16156403233.570"
"8","2017-05","1","39656483","233733531.86","-0.009512","-0.015825","-0.015578","44","86722826.270","101650656.250"
"16","2017-05","1","1899113481","38310169900.23","-0.003670","-0.005440","-0.004832","549","2695345922.730","4612671966.350"
"2","2017-06","5","140419666","132375764.00","0.012447","0.015617","0.017944","50","14929329.810","18315767.860"
"1","2017-06","5","83004095601","928068714368.00","0.033806","0.017691","0.019269","1138","24002212802.030","28590178475.570"
"8","2017-06","5","120596971","957429481.13","0.008596","0.013944","0.011857","44","87932147.230","102855979.890"
"16","2017-06","5","14141350494","288638223674.40","0.038094","0.022871","0.023698","557","2780799982.770","4760869605.690"
"4","2017-06","5","63816123026","805532786615.14","0.030645","0.023582","0.023896","1212","11738531731.650","16614658843.540"
"2","2017-07","5","205697202","206076491.00","-0.001200","0.006429","0.009413","50","15025312.520","18488173.170"
"1","2017-07","5","109162445014","1172119998918.00","0.008134","0.000244","0.002297","1144","24172576048.710","28806469019.330"
"8","2017-07","5","155910739","1163627272.39","0.004898","0.011213","0.011079","44","88918191.220","103995552.820"
"16","2017-07","5","14627855036","307514557438.43","0.000270","-0.010550","-0.007936","560","2747413403.130","4705778222.560"
"4","2017-07","5","72621426016","904238466619.95","-0.003802","-0.000125","-0.000717","1218","11777833862.530","16687547058.780"
"2","2017-08","5","255777429","274514060.00","0.007957","0.011691","0.012060","50","15200976.440","18711139.320"
"1","2017-08","5","104430732611","1167425039382.00","0.027241","0.015064","0.017498","1146","24491582300.590","29261833488.430"
"8","2017-08","5","175718085","1289940385.30","0.018410","0.025391","0.024262","42","89297786.380","104642663.190"
"16","2017-08","5","16340164281","335820116808.98","0.048217","0.035382","0.038364","562","2848712890.230","4899607266.040"
"4","2017-08","5","77239173548","988339160852.52","0.027998","0.022646","0.028727","1208","11990665900.050","17019657920.630"
"2","2017-09","5","187111794","194535235.00","-0.001847","-0.003102","0.000177","50","15153811.830","18714461.470"
"1","2017-09","5","86092926528","1037772272730.00","-0.002535","-0.013107","-0.010403","1144","24328077292.170","29135121416.430"
"8","2017-09","5","141312931","982615634.58","0.000998","0.001951","0.001034","43","90698866.010","105976589.680"
"16","2017-09","5","16290598963","355697496162.85","0.011862","0.000882","0.004938","564","2854905474.370","4921414445.570"
"4","2017-09","5","68542906036","923516392790.53","-0.002657","-0.005594","0.000063","1214","11972786363.060","17067672776.120"
"2","2017-10","5","125685467","131531046.00","-0.002100","-0.000476","0.000734","50","15146593.390","18728216.110"
"1","2017-10","5","78367477650","973900784083.00","0.005003","-0.003639","-0.001606","1153","24287670303.190","29188692021.470"
"8","2017-10","5","156882667","1206296979.39","-0.009732","-0.015478","-0.013732","43","89294935.580","104521260.840"
"16","2017-10","5","17519522140","410193687979.24","0.020768","0.013172","0.017815","566","2917659444.740","5050540901.960"
"4","2017-10","5","64681502621","912513990111.24","0.005292","0.004156","0.003426","1210","11989535298.790","17096641486.240"
"2","2017-11","5","174014914","175422749.00","0.003086","0.007249","0.004055","50","15256405.550","18804167.440"
"1","2017-11","5","84293453844","1089661935232.00","0.012028","0.005164","0.008099","1167","24496429635.110","29519178967.650"
"8","2017-11","5","121815985","955026082.17","0.008139","0.014095","0.014239","43","90553629.720","106009574.250"
"16","2017-11","5","18299702500","453042488615.27","0.019573","0.010256","0.014035","567","2943164561.470","5140580735.800"
"4","2017-11","5","68913509964","983364303504.54","0.011116","0.008057","0.008322","1205","12048260632.410","17120866708.260"
"2","2017-12","5","259165997","260958235.00","-0.026994","-0.016422","-0.021645","50","15005858.930","18397145.990"
"1","2017-12","5","93321478134","1201162045988.00","0.014876","0.009938","0.010951","1167","24732743646.370","29826206467.430"
"8","2017-12","5","142026717","1023649408.41","-0.008035","0.002243","-0.001011","43","90756762.100","105902347.010"
"16","2017-12","5","17414545552","435642706988.00","0.015957","0.006635","0.012776","570","2973061534.870","5217185701.590"
"4","2017-12","5","70735155191","1040699517125.06","0.006404","0.010996","0.009334","1211","12213857007.610","17322893102.840"
"2","2017-13","5","219188676","204798100.00","-0.025698","-0.018073","-0.018161","50","14734647.460","18063026.110"
"1","2017-13","5","102105477755","1176330973819.00","-0.031658","-0.008553","-0.013960","1177","24670793807.190","29626107403.550"
"8","2017-13","5","124459264","932381566.37","-0.013849","-0.012445","-0.012887","44","91059242.390","105968840.750"
"16","2017-13","5","15936393611","384383228567.27","-0.052383","-0.042452","-0.047110","576","2867350412.570","5005594894.420"
"4","2017-13","5","73089081714","1026206440688.64","-0.031306","-0.023437","-0.025140","1212","11968233053.830","16969982788.480"
"2","2017-14","3","136426132","129816306.00","0.024963","0.022821","0.023986","50","15070910.870","18496287.680"
"1","2017-14","3","72835288127","801379424496.00","0.027126","0.020790","0.021471","1174","24990846995.200","30096390525.190"
"8","2017-14","3","75756642","523506085.92","0.017044","0.015381","0.014683","43","91645777.270","105956214.830"
"16","2017-14","3","10296048151","230133603562.49","0.027518","0.025294","0.023251","576","2931722840.560","5116711285.210"
"4","2017-14","3","49397758748","662852588827.15","0.026133","0.023765","0.022755","1205","12157095619.410","17251787131.820"
"2","2017-15","5","166260991","162544891.00","-0.017590","-0.013538","-0.014844","50","14866880.050","18221727.010"
"1","2017-15","5","120355047664","1363816289490.00","-0.021847","-0.009651","-0.012055","1182","24731040542.090","29717870814.420"
"8","2017-15","5","180519311","1203026921.08","-0.003830","-0.003432","-0.003951","43","91331167.960","105537560.200"
"16","2017-15","5","18624883567","379056913198.76","-0.039518","-0.036789","-0.040251","579","2827417635.470","4915235458.970"
"4","2017-15","5","99864627291","1248099507955.77","-0.020523","-0.012173","-0.015895","1220","12158962537.230","17117386977.660"
"2","2017-16","5","138618707","134852376.00","-0.013755","-0.009619","-0.011693","50","14723872.100","18008644.210"
"1","2017-16","5","96888615403","1068190203794.00","-0.045699","-0.020874","-0.023066","1187","24082982617.600","28950036790.980"
"8","2017-16","5","125709410","844076130.33","-0.015386","-0.011224","-0.011245","44","91098836.510","105879235.580"
"16","2017-16","5","16072853492","304354418879.34","-0.055147","-0.045442","-0.046522","582","2682878168.700","4655977177.100"
"4","2017-16","5","73316896686","934844711957.90","-0.049909","-0.029473","-0.031864","1230","11886323122.110","16701197157.990"
"2","2017-17","5","133211958","135603668.00","-0.001284","-0.006143","-0.004405","50","14633408.840","17929303.560"
"1","2017-17","5","88292470175","987098200245.00","-0.008243","-0.006143","-0.005443","1189","24025499277.590","28887344104.690"
"8","2017-17","5","177068759","1131156561.32","-0.028549","-0.020877","-0.024512","44","89196901.590","103283824.410"
"16","2017-17","5","16467629318","309893437883.16","0.017188","0.007730","0.013488","581","2677715221.380","4682082190.090"
"4","2017-17","5","68216984051","868078134156.19","-0.012352","-0.013983","-0.012649","1223","11560727390.690","16312499823.630"
"2","2017-18","4","108907780","105454396.00","-0.010855","-0.017692","-0.021943","50","14374504.280","17535864.780"
"1","2017-18","4","67107893428","766344369419.00","-0.020303","-0.016989","-0.016631","1187","23591795383.730","28330407997.080"
"8","2017-18","4","119048133","669284338.18","-0.015852","-0.014786","-0.014839","43","87403099.410","100730263.200"
"16","2017-18","4","13634798515","254733670056.72","-0.011078","-0.015866","-0.015589","580","2628108854.670","4583328731.970"
"4","2017-18","4","53077075308","700293429828.86","-0.015324","-0.020075","-0.019679","1207","11203345442.870","15858458981.700"
"2","2017-19","5","135047700","123986922.00","-0.026180","-0.020328","-0.019993","51","14272123.410","17375177.720"
"1","2017-19","5","82606355428","904448987102.00","-0.035631","-0.003322","-0.005929","1205","23698359946.500","28430091431.240"
"8","2017-19","5","155348218","967763463.64","-0.020667","-0.015127","-0.016529","43","85963370.550","98947699.880"
"16","2017-19","5","16797669586","301319205928.93","-0.024219","-0.029964","-0.029538","583","2573085923.490","4461260900.630"
"4","2017-19","5","60437730268","763159743473.88","-0.042485","-0.031023","-0.030491","1212","10889412236.290","15382368322.080"
"2","2017-20","5","91170259","88583264.00","0.010294","0.011758","0.014280","51","14439942.320","17623300.390"
"1","2017-20","5","75545401373","863825282813.00","0.019925","0.002969","0.003285","1211","23856513145.840","28663527842.430"
"8","2017-20","5","121652556","761551402.20","0.007116","0.009244","0.007428","43","86758087.920","99682705.590"
"16","2017-20","5","19022987044","351499942782.46","0.032628","0.026783","0.024595","578","2632779181.800","4535125654.350"
"4","2017-20","5","62521696003","820975314602.50","0.022491","0.020550","0.019163","1205","11060131077.400","15624685931.330"
"2","2017-21","5","110082313","102406406.00","-0.024757","-0.014655","-0.012687","51","14223665.000","17395041.180"
"1","2017-21","5","81802218392","890616934896.00","-0.035535","0.014477","0.007102","1216","24178336811.660","28841442166.140"
"8","2017-21","5","100000451","638458085.77","-0.024469","-0.008846","-0.010229","43","85812922.820","98485288.380"
"16","2017-21","5","17841603272","301705317164.08","-0.051813","-0.038573","-0.043851","580","2529220324.760","4335219748.600"
"4","2017-21","5","62247757547","764775447223.66","-0.037059","-0.017172","-0.019880","1210","10925566541.010","15351722870.750"
"2","2017-22","3","78590019","78418846.00","-0.013905","-0.009292","-0.013714","51","14070829.890","17135804.830"
"1","2017-22","3","45768517378","512611560920.00","-0.016960","-0.000228","-0.001282","1215","24023943761.630","28626999089.320"
"8","2017-22","3","58916250","373982656.77","-0.007975","-0.006544","-0.006836","42","84676765.080","97237636.750"
"16","2017-22","3","10216456417","168516146422.80","-0.027809","-0.021536","-0.021658","578","2455925884.940","4216820070.490"
"4","2017-22","3","35771431662","430379581953.76","-0.017060","-0.008968","-0.010532","1199","10762721943.680","15097239088.580"
"2","2017-23","5","99290047","100379995.00","0.040621","0.045172","0.043119","51","14407047.780","17575300.650"
"1","2017-23","5","73066036976","825318268467.00","0.039436","0.017264","0.018977","1215","24105622524.310","28816062340.920"
"8","2017-23","5","102379565","691526122.84","0.034659","0.028973","0.028259","42","86304605.990","99160023.650"
"16","2017-23","5","17938329932","293512517202.10","0.049602","0.038235","0.041303","584","2590068366.640","4439538403.630"
"4","2017-23","5","62272988265","787430229748.56","0.043310","0.043261","0.042892","1202","11230440460.460","15721530838.530"
"2","2017-24","5","99930986","104392408.00","0.005659","0.035661","0.046700","50","13991033.650","17108446.940"
