"Markettype","Trdwnt","Ndaytrd","Wnshrtrdtl","Wnvaltrdtl","Wretmdeq","Wretmdos","Wretmdtl","Wnstkcal","Wmvosd","Wmvttl"
"4","2013-51","5","28908622483","298732419191.05","-0.043311","-0.044809","-0.043722","1121","5066118249.300","6789304129.010"
"16","2013-52","5","7142949631","128313487351.26","0.072493","0.051775","0.054373","331","774298651.740","1446607442.420"
"2","2013-52","5","138618337","110173837.00","0.018235","0.018582","0.020908","52","12066340.280","16907828.950"
"1","2013-52","5","35744925047","310756884858.00","0.003750","0.007544","0.007450","915","13333340757.970","14793385708.210"
"8","2013-52","5","131603217","969568587.93","0.008432","0.013852","0.010317","49","104385577.100","120184245.730"
"4","2013-52","5","27695287635","294366093861.88","0.019980","0.017626","0.018921","1118","5163523570.930","6944924161.900"
"16","2013-53","2","3191256953","55843183094.83","-0.000090","0.005085","0.002625","327","776152961.560","1441386482.220"
"2","2013-53","2","40761035","34603678.00","0.005498","0.005409","0.003411","52","12131607.800","16965501.100"
"8","2013-53","2","52206098","339257592.87","0.005372","0.007265","0.007083","50","105541373.580","121432831.350"
"4","2013-53","2","12205143257","129948606686.32","0.007406","0.008056","0.007526","1117","5251453756.940","7018271789.420"
"1","2013-53","2","15415182030","134283969376.00","0.008572","0.007281","0.006774","913","13444457672.050","14905226658.160"
"16","2014-01","2","3549280434","62334638895.34","0.038649","0.035875","0.037200","326","811199697.600","1495424756.460"
"2","2014-01","2","46282672","37503797.00","-0.007035","-0.014455","-0.016747","52","11956240.850","16681367.810"
"8","2014-01","2","54650726","392152629.79","-0.010297","-0.007555","-0.008712","50","104743983.060","120374907.130"
"4","2014-01","2","12924493923","143979310171.17","0.005578","0.000682","0.002004","1114","5233097074.150","7003484406.890"
"1","2014-01","2","15251990008","134064623132.00","-0.009918","-0.016393","-0.015619","913","13248323284.860","14698387413.950"
"16","2014-02","5","8891966523","161878675456.05","-0.033316","-0.014115","-0.015564","328","806017148.210","1473380510.990"
"2","2014-02","5","131658658","111882616.00","-0.023213","-0.028311","-0.032528","52","11617747.500","16138751.710"
"8","2014-02","5","137755664","1045998283.87","-0.014808","-0.019156","-0.018954","50","102737425.840","118093214.150"
"4","2014-02","5","32059372768","337349097313.46","-0.052614","-0.050072","-0.048595","1120","5006441497.870","6715322580.810"
"1","2014-02","5","37487932877","318442763361.00","-0.054875","-0.033429","-0.033863","913","12844983414.970","14210577128.200"
"16","2014-03","5","7777182606","138504161278.83","0.059983","0.044526","0.043129","325","812826608.830","1479468411.480"
"2","2014-03","5","85079911","70731929.00","0.004827","0.004171","0.004499","52","11666211.830","16211375.600"
"8","2014-03","5","161390888","1070469884.71","0.011814","0.003993","0.003411","49","102458930.930","117807794.670"
"4","2014-03","5","29272637000","308950963552.11","0.019300","0.007180","0.008741","1118","5050588969.630","6782946174.060"
"1","2014-03","5","34355825245","289482537696.00","0.002381","-0.003449","-0.004214","918","12829574094.410","14221001203.390"
"16","2014-04","5","9948350932","189466996910.63","0.063186","0.066212","0.066795","337","891685453.430","1649909802.700"
"2","2014-04","5","134792596","118455365.00","0.019071","0.024040","0.019323","51","11869460.890","16447773.230"
"8","2014-04","5","181408582","1400425582.14","0.029740","0.018991","0.018215","49","104404807.630","119953749.700"
"4","2014-04","5","35512782832","396452344348.18","0.054538","0.050231","0.050558","1130","5326371665.440","7163856558.190"
"1","2014-04","5","39081959499","342149797525.00","0.048080","0.023099","0.024740","915","13073630903.050","14541402980.500"
"16","2014-05","4","6834228987","143798420583.69","-0.000730","0.004964","0.004853","349","896711980.460","1669909496.870"
"2","2014-05","4","90385269","81990242.00","-0.009380","-0.014522","-0.021197","50","11601323.050","16004013.040"
"8","2014-05","4","120292752","824312546.43","-0.009397","-0.015277","-0.016499","49","102809739.420","117974636.950"
"4","2014-05","4","28150374570","310560247210.56","0.000555","-0.010893","-0.010704","1144","5297833520.260","7136230230.600"
"1","2014-05","4","29692126180","273124018402.00","-0.006594","-0.010666","-0.010778","915","12982570993.590","14445626558.010"
"16","2014-06","1","1589229532","34163183063.36","0.031600","0.027549","0.027455","344","918201810.020","1696576469.700"
"2","2014-06","1","30927075","26853246.00","0.001994","0.002495","0.003382","50","11630276.920","16058144.350"
"8","2014-06","1","45667529","374542199.90","0.000863","-0.014766","-0.013166","48","101004310.220","116133605.500"
"4","2014-06","1","6872786381","78145565448.86","0.018802","0.014444","0.014854","1140","5373075309.280","7226002414.130"
"1","2014-06","1","7328948395","67665982799.00","0.013712","0.004902","0.005733","909","13035369710.110","14508331318.230"
"16","2014-07","5","10560926818","223272250719.25","0.047168","0.012832","0.017642","345","926272641.760","1720608157.300"
"2","2014-07","5","213550237","182295534.00","0.010213","-0.015017","-0.037004","50","11455620.670","15463921.700"
"8","2014-07","5","218146360","1495385650.79","0.020015","0.022376","0.021036","48","103264451.810","118576622.380"
"4","2014-07","5","54353747905","621696862173.41","0.055546","0.044080","0.045107","1140","5614160900.210","7548863195.650"
"1","2014-07","5","64879142381","569456878005.00","0.053063","0.034814","0.035582","915","13509106780.610","15111949248.800"
"16","2014-08","5","9794452086","208914024730.19","0.017943","0.009578","0.011693","347","943798100.150","1748013904.040"
"2","2014-08","5","185072499","157640671.00","-0.008473","-0.009856","-0.008079","50","11342708.860","15338981.210"
"8","2014-08","5","312892952","1834462151.35","-0.004128","-0.004885","-0.007217","48","102758200.710","117718992.410"
"4","2014-08","5","56541439566","628643264208.45","0.001484","-0.005694","-0.005526","1141","5571262931.950","7504037264.150"
"1","2014-08","5","70723919917","613309182895.00","0.000212","-0.000114","-0.000883","914","13533854155.210","15103104296.540"
"16","2014-09","5","8890211090","198294296714.39","-0.062553","-0.059487","-0.061029","350","896396460.180","1646432776.630"
"2","2014-09","5","242711572","203629538.00","-0.026694","-0.051093","-0.066193","51","11038225.190","14594324.840"
"8","2014-09","5","273609012","1821602867.26","-0.020397","-0.020894","-0.020402","48","100611082.090","115317235.310"
"4","2014-09","5","52706353781","582952054851.12","-0.025491","-0.036607","-0.035323","1134","5345744796.330","7193091924.890"
"1","2014-09","5","61517561586","538458092085.00","-0.029164","-0.025882","-0.027143","916","13190167948.980","14692863379.450"
"16","2014-10","5","6557455860","151101692834.24","0.031659","0.022903","0.024370","351","915110322.720","1679020198.550"
"2","2014-10","5","189220483","145193899.00","0.004743","0.014244","0.027663","51","11195458.430","14998055.180"
"8","2014-10","5","183440982","1417121725.54","0.016939","0.018678","0.018178","48","102490365.850","117413583.540"
"4","2014-10","5","45385008642","500175527286.71","0.018646","0.008760","0.007919","1129","5377176508.000","7198253866.620"
"1","2014-10","5","56222723329","478725034031.00","0.014153","0.000629","0.000704","913","13212713712.970","14705854929.030"
"16","2014-11","5","5520220298","117610840704.86","-0.027852","-0.023261","-0.021394","352","903469005.210","1645922126.820"
"2","2014-11","5","131225726","103843960.00","-0.024834","-0.022656","-0.017344","51","10941809.670","14737928.970"
"8","2014-11","5","193777851","1275246773.57","-0.013412","-0.015465","-0.017580","48","100905276.800","115349432.470"
"4","2014-11","5","38438668888","396423448911.59","-0.029780","-0.026726","-0.028130","1125","5236465557.040","6981880237.220"
"1","2014-11","5","49720461991","398465801818.00","-0.026559","-0.025959","-0.026284","918","12870832239.110","14362395860.220"
"16","2014-12","5","6330188546","136232718228.18","0.013412","0.001482","-0.000790","348","887897278.270","1607639556.860"
"2","2014-12","5","143844062","113368017.00","0.006561","-0.018968","-0.033755","50","10620253.730","14128153.770"
"8","2014-12","5","188145089","1253583294.95","0.009384","-0.014379","-0.010237","49","99741730.710","114457147.330"
"4","2014-12","5","42037279873","427664407883.15","0.022751","0.013404","0.013004","1129","5314403791.410","7092181252.670"
"1","2014-12","5","53158062620","432445054678.00","0.025413","0.022689","0.022046","917","13159557498.230","14660531396.440"
"16","2014-13","5","5583129585","112226966984.33","-0.078553","-0.075596","-0.079094","344","816264417.810","1477094233.190"
"2","2014-13","5","173686434","137658958.00","0.008033","0.018472","0.020606","51","10934788.280","14537878.490"
"8","2014-13","5","190674155","1352820346.29","-0.012856","-0.009069","-0.015306","49","98837085.250","112705232.770"
"4","2014-13","5","44748288249","417558096975.99","-0.030569","-0.027506","-0.030688","1121","5172375462.090","6883033134.450"
"1","2014-13","5","62122790658","479253763578.00","-0.010261","-0.001509","-0.003055","916","13075718132.910","14565174011.550"
"16","2014-14","5","4239280162","85099009030.81","0.025807","0.021908","0.023666","343","825618034.480","1499951987.840"
"2","2014-14","5","102327001","81832561.00","-0.001066","0.002088","0.001608","49","10710530.490","14314293.340"
"8","2014-14","5","146064855","1092800405.33","0.005243","0.020803","0.014531","47","100400583.090","113853375.180"
"4","2014-14","5","32325069551","313535828992.05","0.022105","0.023894","0.024537","1109","5234366466.450","7056563790.900"
"1","2014-14","5","47108584470","359373322311.00","0.013472","0.007748","0.008559","913","13237258007.500","14751988980.840"
"16","2014-15","4","4650244670","92066583123.89","0.020541","0.017383","0.015286","344","845731784.850","1536400211.010"
"2","2014-15","4","106072559","84529746.00","0.016719","0.022423","0.027278","49","10950699.660","14704769.680"
"8","2014-15","4","139229961","1067930125.28","0.015482","0.014901","0.017315","48","102529801.350","117332475.430"
"4","2014-15","4","31750454543","322469437666.56","0.017714","0.020564","0.021183","1099","5255631389.840","7145001628.380"
"1","2014-15","4","52620869536","436291953346.00","0.025359","0.035864","0.035313","910","13709981785.710","15250983944.300"
"16","2014-16","5","4549497727","88064986356.21","0.017381","0.016393","0.013372","342","871257783.110","1546866910.610"
"2","2014-16","5","110523276","86692119.00","-0.004040","-0.007872","-0.012784","49","10805498.970","14458072.050"
"8","2014-16","5","146270528","979107000.55","-0.005980","0.000644","-0.002042","48","102585778.150","117082727.800"
"4","2014-16","5","33764824672","342439692543.34","0.007303","-0.001668","-0.001353","1099","5244131952.870","7127697877.230"
"1","2014-16","5","47591744810","399106455915.00","0.002551","-0.016096","-0.015558","905","13478828724.330","14995876697.690"
"16","2014-17","5","4569536868","90777216217.27","-0.065494","-0.067282","-0.066420","343","816058928.710","1445105371.080"
"2","2014-17","5","101391273","87448106.00","-0.026645","-0.019360","-0.020189","49","10596303.080","14166166.210"
"8","2014-17","5","135947744","955398741.63","-0.021078","-0.021267","-0.021523","48","100154664.410","114313354.010"
"4","2014-17","5","32285554352","323389618437.79","-0.056047","-0.048164","-0.049182","1101","5008383793.760","6786928781.620"
"1","2014-17","5","44384414727","368303679536.00","-0.048779","-0.028650","-0.029706","902","13071248050.740","14534772009.050"
"16","2014-18","3","2479852841","45545987561.74","-0.012864","-0.007910","-0.010620","343","809854619.970","1426789131.910"
"2","2014-18","3","64272922","52968887.00","-0.003511","0.003990","0.008460","49","10662000.150","14309655.630"
"8","2014-18","3","91040713","673518834.39","-0.004149","0.002358","0.000669","47","98594389.690","110670082.520"
"4","2014-18","3","16908815266","161074685308.59","-0.011858","-0.008470","-0.009432","1097","4964470148.700","6714166325.590"
"1","2014-18","3","23990238615","182669170275.00","-0.010350","-0.004783","-0.005053","892","12995726593.030","14434019772.590"
"16","2014-19","5","4369764164","81307736039.04","-0.003035","-0.016752","-0.015214","342","801091405.840","1408541754.530"
"2","2014-19","5","86617537","62715229.00","-0.014141","-0.010823","-0.009921","49","10554089.560","14175174.360"
"8","2014-19","5","87548383","698599964.65","-0.022340","-0.025769","-0.025716","47","95100373.210","106071413.530"
"4","2014-19","5","27628999519","275049451355.19","-0.003197","-0.008689","-0.009166","1093","4932878210.780","6640422017.710"
"1","2014-19","5","38212645979","291848199393.00","-0.006464","-0.006802","-0.007448","893","12923740063.750","14337396111.400"
"16","2014-20","5","4737803614","84801445859.88","-0.006174","-0.014546","-0.013580","346","806794503.590","1412730190.700"
"2","2014-20","5","101944683","85177345.00","-0.000258","0.013815","0.030386","48","10352832.290","14253261.370"
"8","2014-20","5","79177760","562906131.74","0.009270","0.009233","0.009620","46","94227848.100","105340571.250"
"4","2014-20","5","30490349098","287629224547.33","0.005510","0.004483","0.005154","1092","4968715145.610","6706331540.340"
"1","2014-20","5","42615595758","329168813263.00","0.005478","0.008035","0.007984","888","13019339624.980","14438622700.180"
"16","2014-21","5","5331167190","94148372694.54","0.057686","0.060260","0.061413","345","856330475.810","1495597212.260"
"2","2014-21","5","68627258","60680538.00","0.009359","0.015855","0.025090","48","10444529.730","14440537.600"
"8","2014-21","5","83080939","659894066.93","-0.000658","0.004108","0.003398","47","94674638.750","105758106.520"
"4","2014-21","5","24847830565","251574594502.87","0.020149","0.014308","0.014174","1097","5065448037.850","6838277339.770"
"1","2014-21","5","32601663307","261531996579.00","0.008876","0.004742","0.005159","892","13109571870.920","14513609937.940"
"2","2014-22","5","74366560","62417542.00","-0.008040","-0.026377","-0.044998","48","10169032.950","13790741.370"
"16","2014-22","5","7181338535","126297532672.40","0.027117","0.022665","0.022338","345","882179867.400","1531887616.700"
"8","2014-22","5","132607920","1255213503.39","-0.017522","-0.021937","-0.021669","47","92492379.400","103361067.430"
"4","2014-22","5","30985838012","333115454951.56","0.009628","0.012100","0.012212","1097","5126422730.980","6910335060.660"
"1","2014-22","5","37484590449","315804335277.00","0.008181","0.002751","0.002711","892","13143584333.050","14560835414.930"
"2","2014-23","4","55960000","44107794.00","-0.005059","0.002991","0.012180","47","9980559.570","13737820.770"
"16","2014-23","4","5809579319","101034190292.16","0.018185","0.022658","0.022326","342","900096140.510","1553998217.200"
"8","2014-23","4","74022660","590496814.35","-0.001749","0.010930","0.009905","47","93435444.950","104317004.580"
"4","2014-23","4","21806376796","225121773898.96","0.001180","-0.004110","-0.002802","1087","5059331421.080","6820602860.560"
"1","2014-23","4","27740857551","227992245066.00","-0.004187","-0.001865","-0.001955","887","12983188959.890","14349648366.000"
"2","2014-24","5","66851223","56534164.00","0.011491","0.055665","0.084503","48","10098592.520","13847651.930"
"16","2014-24","5","8277741426","142467294751.89","0.038120","0.030404","0.029889","346","950959136.590","1624702370.960"
"8","2014-24","5","76852175","543579468.08","0.016491","0.021200","0.020932","47","80429027.940","91517189.130"
"4","2014-24","5","31224098511","330218574766.72","0.023530","0.022530","0.022868","1092","5224047924.820","7027383331.630"
"1","2014-24","5","39707386801","335228352781.00","0.019426","0.020999","0.020935","891","13269075348.870","14665406567.540"
"2","2014-25","5","74746019","58763259.00","-0.004475","-0.007707","-0.014658","49","10143428.860","13765825.420"
"16","2014-25","5","8050711730","139991551898.64","-0.032123","-0.035019","-0.034094","348","931495467.100","1604427823.470"
"8","2014-25","5","103176727","630757072.75","0.000112","0.001619","0.000694","47","80504117.200","91525553.650"
"4","2014-25","5","34735745867","347037789183.64","-0.026310","-0.027187","-0.027939","1095","5063536103.270","6808902342.860"
"1","2014-25","5","43031966063","348841077126.00","-0.022641","-0.014623","-0.015218","888","13032389468.320","14391198445.860"
"2","2014-26","5","74773019","58722673.00","0.017654","0.011551","0.009834","49","10151049.130","13786089.030"
"16","2014-26","5","7984713127","145058061654.19","0.068255","0.054418","0.059582","351","1007155825.910","1727946394.120"
"8","2014-26","5","86262383","611943525.52","0.020757","0.016722","0.020207","47","81807159.630","93331808.660"
"4","2014-26","5","33930708104","340184633433.53","0.042678","0.030878","0.032107","1099","5257083764.050","7078383750.880"
"1","2014-26","5","38703947055","318330355072.00","0.029387","0.009705","0.010717","888","13104606991.640","14476755477.350"
"2","2014-27","5","98491619","74348847.00","0.019506","0.016629","0.019010","49","10317058.150","14045365.700"
"16","2014-27","5","9841099366","174668662399.79","0.036295","0.028138","0.028448","349","1055426892.320","1772970954.120"
"8","2014-27","5","125167193","741897346.25","0.011881","0.008695","0.010156","46","81848402.540","93609122.720"
"4","2014-27","5","47382919489","470354923881.46","0.033397","0.026280","0.026327","1097","5416871987.500","7245798791.290"
"1","2014-27","5","53162837599","432137256119.00","0.025289","0.015554","0.015876","889","13258121547.890","14678181203.100"
"2","2014-28","5","98510275","72753050.00","0.010793","0.014332","0.022532","49","10418429.620","14288628.390"
"16","2014-28","5","9084951505","161255979326.57","-0.003522","-0.020492","-0.019021","345","1031903127.040","1725259397.090"
"8","2014-28","5","159392224","1002049946.73","0.018868","0.039643","0.038455","46","84860360.350","96880070.480"
"4","2014-28","5","45642555030","474337412741.48","0.009788","0.001073","-0.001336","1095","5395395163.570","7200695195.730"
"1","2014-28","5","50757478738","430793140362.00","0.006235","-0.002531","-0.002996","891","13215845882.080","14616503524.240"
"2","2014-29","5","109852836","82342785.00","0.021003","0.024368","0.014083","49","10423183.630","14240734.840"
"16","2014-29","5","7528372821","132525961777.14","-0.035109","-0.037528","-0.041298","340","956804980.380","1596246511.850"
"8","2014-29","5","158118852","994037772.18","0.009504","0.003065","0.003372","45","83817231.990","95903177.940"
"4","2014-29","5","46965805541","464270127921.46","0.002031","0.004144","0.002118","1095","5411905974.360","7202359352.200"
"1","2014-29","5","58677090498","462391126943.00","0.011631","0.009940","0.009736","890","13288486147.530","14694440609.100"
"2","2014-30","5","138504105","91846079.00","0.021229","0.028509","0.027927","49","10618457.340","14536559.050"
"16","2014-30","5","6331762270","108981510270.97","-0.026362","-0.022460","-0.024476","338","933355509.730","1548879410.550"
"8","2014-30","5","151804277","1105162422.62","0.014836","0.029907","0.025562","45","86279229.390","98244971.160"
"4","2014-30","5","47180746320","447540415934.55","0.007199","0.018948","0.017574","1092","5493055506.420","7292956778.970"
"1","2014-30","5","66112972982","520634823738.00","0.023559","0.034686","0.034076","889","13744385976.490","15204791537.910"
"2","2014-31","5","219233983","169631058.00","0.028458","0.035824","0.040892","49","10970437.800","15102577.730"
"16","2014-31","5","7396459474","122643679539.92","0.038156","0.037052","0.037430","341","955016433.960","1589397566.150"
"8","2014-31","5","255891240","1466213981.98","0.021971","0.015862","0.017729","45","87639654.200","99978590.680"
"4","2014-31","5","65513043182","638979415313.47","0.035177","0.035503","0.035388","1095","5737010430.570","7599711836.240"
"1","2014-31","5","97534655191","772541079556.00","0.029958","0.029541","0.029669","895","14131903998.120","15640155067.860"
"2","2014-32","5","160189035","120423451.00","0.020089","0.013802","0.009639","48","10753364.540","14394526.160"
"16","2014-32","5","7782618387","129060901461.74","0.046649","0.039708","0.042508","343","1009284330.120","1668357540.630"
"8","2014-32","5","201675825","1237468666.10","0.010415","0.015577","0.014054","45","89004885.920","101383788.700"
"4","2014-32","5","60798040545","596303791602.50","0.030736","0.022048","0.022264","1100","5900194270.840","7810302219.510"
"1","2014-32","5","83600892373","668218890367.00","0.024558","0.003559","0.004836","901","14186757420.490","15741992402.700"
"2","2014-33","5","221961620","183562641.00","0.033996","0.052651","0.068552","48","11187437.940","15247628.960"
"16","2014-33","5","8910923868","146094896026.62","0.033692","0.023849","0.022628","339","1025110852.070","1692486215.750"
"8","2014-33","5","233058966","1479805571.69","0.019925","0.011069","0.009320","45","89983813.580","102312583.000"
"1","2014-33","5","80135347094","674965114038.00","0.028021","0.014479","0.015239","903","14420995191.470","15991779837.280"
"4","2014-33","5","61957953352","638018237839.55","0.033232","0.024727","0.025123","1100","6073619588.270","8000315877.870"
"2","2014-34","5","237216589","184714159.00","0.016392","0.010066","0.007116","48","11300057.100","15356134.150"
"16","2014-34","5","10733944004","187798273701.15","0.050954","0.049829","0.051007","343","1089298264.190","1793828789.220"
"8","2014-34","5","236534010","1482622633.38","0.009799","-0.004999","-0.004360","47","91119049.990","103452583.480"
"1","2014-34","5","83280460495","716662329241.00","0.028749","0.004876","0.006850","900","14447422859.510","16038693057.360"
"4","2014-34","5","68495477974","713165745830.24","0.031364","0.021735","0.023284","1097","6191480460.760","8161055999.600"
"2","2014-35","5","202848597","164772689.00","-0.000185","0.001116","0.003169","48","11312676.120","15404807.390"
"16","2014-35","5","7737446284","138188809727.10","-0.019070","-0.022156","-0.023383","339","1070429388.910","1746257696.440"
"8","2014-35","5","193370179","1223337427.50","0.003887","-0.003555","-0.003813","47","90795028.530","103058026.940"
"1","2014-35","5","67391591055","573958929961.00","-0.016954","-0.011303","-0.010783","898","14257157843.680","15845533117.610"
"4","2014-35","5","51268949811","548188341849.41","-0.014755","-0.017055","-0.016436","1098","6069396331.210","8024440805.950"
"2","2014-36","5","266798221","196935146.00","0.030852","0.029657","0.025257","48","11648180.170","15793884.420"
"16","2014-36","5","10591980499","196785080029.09","0.071102","0.059756","0.062102","346","1145235432.310","1875003365.510"
"8","2014-36","5","255969555","1842309063.95","0.033161","0.030260","0.028661","47","93542518.010","106011852.580"
"1","2014-36","5","94377436188","839717727192.00","0.060982","0.050544","0.050912","897","14991793164.220","16662007551.950"
"4","2014-36","5","69559877655","764688742742.27","0.059816","0.053020","0.052411","1100","6455411994.060","8502077450.250"
"2","2014-37","4","239693665","176977751.00","0.021420","0.010426","0.007952","48","11769633.270","15919484.180"
"16","2014-37","4","9038696042","165071346413.53","0.031874","0.026896","0.027361","346","1168515237.780","1913384999.460"
"8","2014-37","4","224419904","1383171328.59","0.019957","0.007350","0.007911","47","94230092.230","106850548.930"
"1","2014-37","4","80011570958","694606500745.00","0.026103","0.002164","0.002851","896","14917194242.770","16705435541.600"
"4","2014-37","4","60620312881","646402886952.43","0.030035","0.015749","0.015754","1105","6578043484.560","8670459478.310"
"2","2014-38","5","309295050","249173266.00","0.014786","0.000131","-0.005316","48","11771179.100","15834853.730"
"16","2014-38","5","10069431611","184905891858.44","0.006827","-0.006840","-0.003166","339","1137574820.350","1860222856.950"
"8","2014-38","5","355988329","2014560731.91","0.012175","-0.001537","0.001821","47","94085242.850","107045153.150"
"1","2014-38","5","108929355896","869507019809.00","0.009962","-0.000277","0.000943","898","14871656092.610","16662418234.980"
"4","2014-38","5","76506681072","782898461279.55","0.008470","-0.001500","-0.001625","1103","6548563201.960","8661577842.370"
"2","2014-39","5","306398227","239238933.00","0.020067","0.011607","0.008138","49","12019615.820","16075122.180"
"8","2014-39","5","271683789","1560176188.68","0.012385","0.004370","0.001926","47","94496422.700","107251393.910"
"1","2014-39","5","95259587383","804940214931.00","0.021493","0.007156","0.008618","896","14924773306.950","16770446962.990"
"4","2014-39","5","68632972597","740320599928.87","0.025054","0.017573","0.017139","1103","6696739436.350","8856040081.900"
"16","2014-39","5","9751959190","178954056196.48","0.032408","0.022662","0.025604","338","1148524541.690","1873408906.510"
"2","2014-40","2","114713734","90994455.00","0.011281","0.013068","0.017387","48","12006017.480","16183216.070"
"8","2014-40","2","140629539","749525077.19","0.016091","0.006438","0.008910","47","95104837.080","108207099.480"
"1","2014-40","2","39288257363","337504619655.00","0.017574","0.007045","0.007190","898","15114229886.520","16934971306.350"
"4","2014-40","2","27240201463","302372217100.39","0.021050","0.015586","0.015709","1101","6801532342.890","8996204792.410"
"16","2014-40","2","4074794611","78225635128.81","0.025394","0.022550","0.023514","339","1174953108.620","1916537773.080"
"2","2014-41","3","151911689","121628560.00","-0.016993","-0.017047","-0.016743","48","11801339.540","15912247.420"
"8","2014-41","3","212156675","1288623165.09","-0.003209","-0.008234","-0.006019","47","94321724.780","107555766.930"
"1","2014-41","3","66346934613","572109249363.00","0.013384","0.005599","0.005111","901","15193415936.730","17023190919.460"
"4","2014-41","3","49558277369","542537623894.83","0.015725","0.014863","0.014517","1091","6879285773.770","9088632647.350"
"16","2014-41","3","6955526333","134839129905.60","0.012877","0.013509","0.011053","345","1199013160.970","1955714952.710"
"2","2014-42","5","220187753","176026446.00","-0.014622","-0.012535","-0.012106","49","11884647.140","15950939.230"
"8","2014-42","5","226585421","1459804907.21","-0.010427","-0.006694","-0.012499","48","94026801.320","106545949.490"
"1","2014-42","5","105883589914","899508915606.00","-0.017234","-0.013552","-0.013720","901","14975262669.230","16769023224.470"
"4","2014-42","5","75438843554","801385371350.64","-0.023143","-0.020005","-0.020479","1089","6718406357.940","8873178836.810"
"16","2014-42","5","10299563018","197127570634.27","-0.016569","-0.029902","-0.023991","348","1172037384.570","1921094687.780"
"2","2014-43","5","218740284","160598439.00","-0.011615","-0.017160","-0.022932","50","11846287.310","15749770.120"
"8","2014-43","5","198806052","1274668756.01","-0.007220","-0.008421","-0.006845","48","93234923.670","105816600.740"
"1","2014-43","5","77422320329","681072123606.00","-0.021377","-0.017895","-0.017212","906","14710004759.100","16489218089.890"
"4","2014-43","5","54021272662","592372922267.14","-0.021219","-0.022653","-0.022283","1090","6543252293.840","8650959095.280"
"16","2014-43","5","7526184211","152070728481.05","-0.014833","-0.020544","-0.018924","349","1140600704.280","1867839702.490"
"2","2014-44","5","235121234","185980597.00","0.021185","0.022157","0.019990","50","12108772.620","16064612.470"
"8","2014-44","5","237957388","1491477990.56","0.025655","0.022011","0.021460","48","95287157.950","108087505.490"
"1","2014-44","5","119249886344","971978470225.00","0.059726","0.054309","0.053786","905","15406721398.350","17247134788.560"
"4","2014-44","5","68541325056","749294315104.45","0.051133","0.047148","0.046025","1089","6825455909.630","9019267030.720"
"16","2014-44","5","9101029425","182903931092.69","0.049906","0.039160","0.041910","355","1192256791.780","1958405146.210"
"2","2014-45","5","244355102","187617961.00","0.001201","-0.003854","-0.017312","50","12226059.000","15790199.580"
"8","2014-45","5","242778375","1552155955.15","-0.020599","-0.022817","-0.021830","48","93112955.480","105727873.140"
"1","2014-45","5","138217471065","1078208702453.00","0.009337","-0.004106","-0.000491","906","15327285876.410","17231449518.470"
"4","2014-45","5","74179201512","789406215457.63","0.004274","0.001200","0.001145","1098","6928350889.110","9175360404.340"
"16","2014-45","5","8646805379","179948847211.54","0.022290","0.011884","0.015619","359","1214885511.600","1997929767.140"
"2","2014-46","5","284448315","266166710.00","-0.006040","0.001724","-0.002509","48","11908460.870","15413317.030"
"8","2014-46","5","281670350","1726148976.23","0.008666","0.014446","0.013727","48","94134079.060","106855231.180"
"1","2014-46","5","147826631420","1240826959376.00","-0.001828","0.030030","0.026919","905","15745710159.820","17670195701.810"
"4","2014-46","5","69307691674","754110731746.25","-0.027801","-0.016913","-0.017892","1092","6808122828.730","8970855285.740"
"16","2014-46","5","8171209130","178344537330.10","-0.053476","-0.058107","-0.054785","357","1153643380.870","1896941756.170"
"2","2014-47","5","169993634","148100568.00","0.023412","0.023451","0.024723","47","12021085.810","15627533.810"
"8","2014-47","5","150734380","927926702.45","0.003983","-0.002781","-0.002672","48","93872272.340","106569696.850"
"1","2014-47","5","97902118978","888694147894.00","0.028405","0.001623","0.003495","900","15820044879.910","17776332039.470"
"4","2014-47","5","52867220936","600863595566.29","0.037246","0.024728","0.025897","1094","6954064733.680","9208121422.700"
"16","2014-47","5","7171898138","153778176701.77","0.055397","0.051244","0.053003","356","1215438588.350","2002191972.600"
"2","2014-48","5","433929874","398197409.00","0.042609","0.045715","0.035134","47","12570630.860","16176597.630"
"8","2014-48","5","283123368","1820687899.15","0.025557","0.016977","0.017753","48","95465975.720","108461648.350"
"1","2014-48","5","184054510983","1667449049853.00","0.050679","0.084728","0.081863","901","17317620319.510","19394075601.840"
"4","2014-48","5","93098159575","1068715550346.80","0.039051","0.050600","0.046391","1090","7271384173.200","9568721015.100"
"16","2014-48","5","11020775176","235303651980.13","0.060041","0.056984","0.058464","349","1243244999.850","2067622448.710"
"2","2014-49","5","459712108","386693419.00","0.009150","0.007952","0.011835","45","12345924.980","16042135.000"
"8","2014-49","5","348361231","2422289578.69","-0.004466","0.012031","0.011090","46","94211930.210","107264128.150"
"1","2014-49","5","261523629614","2474173967568.00","0.019385","0.104979","0.098882","902","19156364659.010","21322686128.990"
"4","2014-49","5","117160777900","1395690269959.43","-0.002973","0.038744","0.033118","1091","7608684085.730","9944508434.510"
"16","2014-49","5","12939596983","286492740331.08","-0.018402","-0.004747","-0.006300","356","1288016692.140","2153066431.240"
"2","2014-50","5","576907319","491038105.00","0.036029","0.029451","0.014699","48","12959969.750","16524799.190"
"8","2014-50","5","443891968","3111969631.46","0.004646","0.017534","0.016923","47","96722751.440","109937754.110"
"1","2014-50","5","275880065246","2819027327228.00","0.034864","-0.004236","0.000368","917","19102860359.590","21415876379.870"
